id,school_name,qs_ranking,country_region,broad_category,specific_field,program_name,program_url,graduate_school_url,degree_type,duration,acceptance_rate,crawl_status,language_requirements,program_details,university_logo
695,University of Glasgow,57,United Kingdom,Engineering,Engineering,Aerospace Engineering,https://www.universityofglasgow.edu/programs/aerospace-engineering,https://www.universityofglasgow.edu/graduate-admissions/,MS,2 years,60.3,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 91+. Additional Testing: GRE General: 318+.","Program Overview: The Aerospace Engineering program at University of Glasgow is a MS degree program in Engineering. This 2 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £34,283 per year. Academic Prerequisites: Strong foundation in mathematics and physics, Relevant engineering coursework, Laboratory experience preferred. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 2,838 applications annually with an acceptance rate of 60.3%, admitting around 1,711 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
696,University of Glasgow,57,United Kingdom,Computer Science,Computer Science,Artificial Intelligence,https://www.universityofglasgow.edu/programs/artificial-intelligence,https://www.universityofglasgow.edu/graduate-admissions/,MS,1.5 years,37.4,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 90+. Additional Testing: GRE General: 311+.","Program Overview: The Artificial Intelligence program at University of Glasgow is a MS degree program in Computer Science. This 1.5 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £26,836 per year. Academic Prerequisites: Bachelor's degree in Computer Science or related field, Programming experience in Python/Java/C++, Data Structures and Algorithms, Discrete Mathematics. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 1,270 applications annually with an acceptance rate of 37.4%, admitting around 474 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
697,University of Glasgow,57,United Kingdom,Computer Science,Computer Science,Human-Computer Interaction,https://www.universityofglasgow.edu/programs/human-computer-interaction,https://www.universityofglasgow.edu/graduate-admissions/,MS,1.5 years,37.4,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 92+. Additional Testing: No additional tests required.","Program Overview: The Human-Computer Interaction program at University of Glasgow is a MS degree program in Computer Science. This 1.5 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £30,925 per year. Academic Prerequisites: Computer Science fundamentals, Object-oriented programming, Database systems knowledge preferred. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 1,357 applications annually with an acceptance rate of 37.4%, admitting around 507 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
698,University of Glasgow,57,United Kingdom,Computer Science,Computer Science,Software Engineering,https://www.universityofglasgow.edu/programs/software-engineering,https://www.universityofglasgow.edu/graduate-admissions/,PhD,4-5 years,10.8,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 95+. Additional Testing: No additional tests required.","Program Overview: The Software Engineering program at University of Glasgow is a PhD degree program in Computer Science. This 4-5 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £44,048 per year. Academic Prerequisites: Computer Science fundamentals, Object-oriented programming, Database systems knowledge preferred. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 4,010 applications annually with an acceptance rate of 10.8%, admitting around 433 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
699,University of Glasgow,57,United Kingdom,Education,Education,Education,https://www.universityofglasgow.edu/programs/education,https://www.universityofglasgow.edu/graduate-admissions/,EdD,3-4 years,63.1,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 90+. Additional Testing: GRE General: 303+.","Program Overview: The Education program at University of Glasgow is a EdD degree program in Education. This 3-4 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £32,570 per year. Academic Prerequisites: Bachelor's degree, Teaching experience preferred, Education coursework, Student teaching or classroom experience. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 1,788 applications annually with an acceptance rate of 63.1%, admitting around 1,128 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
700,University of Glasgow,57,United Kingdom,Education,Education,Curriculum and Instruction,https://www.universityofglasgow.edu/programs/curriculum-and-instruction,https://www.universityofglasgow.edu/graduate-admissions/,MEd,1-2 years,80.0,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 89+. Additional Testing: GRE General: 305+.","Program Overview: The Curriculum and Instruction program at University of Glasgow is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £37,930 per year. Academic Prerequisites: Bachelor's degree, Teaching experience preferred, Education coursework, Student teaching or classroom experience. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 2,190 applications annually with an acceptance rate of 80.0%, admitting around 1,752 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
701,University of Glasgow,57,United Kingdom,Public Health,Public Health,Health Policy,https://www.universityofglasgow.edu/programs/health-policy,https://www.universityofglasgow.edu/graduate-admissions/,PhD,4-5 years,22.5,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 89+. Additional Testing: No additional tests required.","Program Overview: The Health Policy program at University of Glasgow is a PhD degree program in Public Health. This 4-5 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £29,153 per year. Academic Prerequisites: Bachelor's degree, Science background preferred, Statistics coursework, Public health experience recommended. GPA Requirements: Minimum GPA: 3.0/4.0. Admission Statistics: The program receives approximately 2,459 applications annually with an acceptance rate of 22.5%, admitting around 553 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
702,University of Glasgow,57,United Kingdom,Public Health,Public Health,Public Health,https://www.universityofglasgow.edu/programs/public-health,https://www.universityofglasgow.edu/graduate-admissions/,MPH,1-2 years,62.9,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 91+. Additional Testing: GRE General: 314+.","Program Overview: The Public Health program at University of Glasgow is a MPH degree program in Public Health. This 1-2 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £38,538 per year. Academic Prerequisites: Bachelor's degree, Science background preferred, Statistics coursework, Public health experience recommended. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 635 applications annually with an acceptance rate of 62.9%, admitting around 399 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
703,University of Glasgow,57,United Kingdom,Public Health,Public Health,Global Health,https://www.universityofglasgow.edu/programs/global-health,https://www.universityofglasgow.edu/graduate-admissions/,DrPH,3-4 years,41.0,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 87+. Additional Testing: GRE General: 307+.","Program Overview: The Global Health program at University of Glasgow is a DrPH degree program in Public Health. This 3-4 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £38,897 per year. Academic Prerequisites: Bachelor's degree, Science background preferred, Statistics coursework, Public health experience recommended. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 2,355 applications annually with an acceptance rate of 41.0%, admitting around 965 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
704,University of Glasgow,57,United Kingdom,Public Health,Public Health,Epidemiology,https://www.universityofglasgow.edu/programs/epidemiology,https://www.universityofglasgow.edu/graduate-admissions/,MPH,1-2 years,54.0,成功,"English Language Requirements: IELTS: 6.5+, TOEFL iBT: 85+. Additional Testing: No additional tests required.","Program Overview: The Epidemiology program at University of Glasgow is a MPH degree program in Public Health. This 1-2 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £40,807 per year. Academic Prerequisites: Bachelor's degree, Science background preferred, Statistics coursework, Public health experience recommended. GPA Requirements: Minimum GPA: 3.5/4.0. Admission Statistics: The program receives approximately 2,528 applications annually with an acceptance rate of 54.0%, admitting around 1,365 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
705,University of Glasgow,57,United Kingdom,Business,Business,Management,https://www.universityofglasgow.edu/programs/management,https://www.universityofglasgow.edu/graduate-admissions/,MA,1 year,54.1,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 91+. Additional Testing: GRE General: 310+.","Program Overview: The Management program at University of Glasgow is a MA degree program in Business. This 1 year program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £31,243 per year. Academic Prerequisites: Bachelor's degree from accredited institution, 2-5 years work experience (MBA), GMAT/GRE scores required. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 3,153 applications annually with an acceptance rate of 54.1%, admitting around 1,705 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
706,University of Glasgow,57,United Kingdom,Social Sciences,Social Sciences,Political Science,https://www.universityofglasgow.edu/programs/political-science,https://www.universityofglasgow.edu/graduate-admissions/,MSW,2 years,60.1,成功,"English Language Requirements: IELTS: 6.0+, TOEFL iBT: 91+. Additional Testing: No additional tests required.","Program Overview: The Political Science program at University of Glasgow is a MSW degree program in Social Sciences. This 2 years program is offered at a world-renowned university ranked #57 globally. Tuition and Fees: £37,905 per year. Academic Prerequisites: Liberal arts education, Strong analytical skills, Community service experience, Cultural awareness. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 3,418 applications annually with an acceptance rate of 60.1%, admitting around 2,054 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Glasgow_logo.png
707,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Medicine,Medicine,Pharmacy,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/pharmacy,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MPH,1-2 years,13.9,成功,"English Language Requirements: TOEFL iBT: 89+, IELTS: 6.0+. Additional Testing: Medical aptitude test required.","Program Overview: The Pharmacy program at Korea Advanced Institute of Science & Technology (KAIST) is a MPH degree program in Medicine. This 1-2 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩15,420,290 per year. Academic Prerequisites: Science background preferred, Statistics coursework, Healthcare experience recommended, Research experience valuable. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 2,067 applications annually with an acceptance rate of 13.9%, admitting around 287 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
708,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Medicine,Medicine,Nursing,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/nursing,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MD,4 years,13.8,成功,"English Language Requirements: TOEFL iBT: 86+, IELTS: 6.0+. Additional Testing: Medical aptitude test required.","Program Overview: The Nursing program at Korea Advanced Institute of Science & Technology (KAIST) is a MD degree program in Medicine. This 4 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩12,760,311 per year. Academic Prerequisites: Bachelor's degree, Pre-medical coursework (Biology, Chemistry, Physics, Mathematics), MCAT scores, Clinical experience. GPA Requirements: Minimum GPA: 3.5/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,340 applications annually with an acceptance rate of 13.8%, admitting around 322 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
709,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Sciences,Sciences,Physics,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/physics,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,PhD,4-6 years,17.2,成功,"English Language Requirements: TOEFL iBT: 90+, IELTS: 6.5+. Additional Testing: No additional tests required.","Program Overview: The Physics program at Korea Advanced Institute of Science & Technology (KAIST) is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩11,495,620 per year. Academic Prerequisites: Undergraduate degree in related field, Statistics coursework, Research methods, Scientific writing skills. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 4,890 applications annually with an acceptance rate of 17.2%, admitting around 841 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
710,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Education,Education,Education,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/education,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MEd,1-2 years,80.0,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Education program at Korea Advanced Institute of Science & Technology (KAIST) is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩12,639,465 per year. Academic Prerequisites: Educational background, Leadership experience, Classroom teaching experience, Professional development interest. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 3,501 applications annually with an acceptance rate of 80.0%, admitting around 2,800 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
711,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Education,Education,Educational Psychology,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/educational-psychology,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MEd,1-2 years,80.0,成功,"English Language Requirements: TOEFL iBT: 84+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Educational Psychology program at Korea Advanced Institute of Science & Technology (KAIST) is a MEd degree program in Education. This 1-2 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩13,238,651 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 3,469 applications annually with an acceptance rate of 80.0%, admitting around 2,775 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
712,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Education,Education,Special Education,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/special-education,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MA,2 years,61.7,成功,"English Language Requirements: TOEFL iBT: 84+, IELTS: 6.5+. Additional Testing: GRE General: 302+.","Program Overview: The Special Education program at Korea Advanced Institute of Science & Technology (KAIST) is a MA degree program in Education. This 2 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩11,394,802 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 1,244 applications annually with an acceptance rate of 61.7%, admitting around 767 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
713,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Education,Education,Curriculum and Instruction,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/curriculum-and-instruction,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,EdD,3-4 years,80.0,成功,"English Language Requirements: TOEFL iBT: 86+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Curriculum and Instruction program at Korea Advanced Institute of Science & Technology (KAIST) is a EdD degree program in Education. This 3-4 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩8,068,539 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 819 applications annually with an acceptance rate of 80.0%, admitting around 655 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
714,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Arts & Humanities,Arts & Humanities,Linguistics,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/linguistics,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,PhD,5-7 years,28.6,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 6.5+. Additional Testing: GRE General: 307+.","Program Overview: The Linguistics program at Korea Advanced Institute of Science & Technology (KAIST) is a PhD degree program in Arts & Humanities. This 5-7 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩12,456,941 per year. Academic Prerequisites: Bachelor's degree in relevant field, Strong writing skills, Portfolio of work, Foreign language proficiency may be required. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 3,446 applications annually with an acceptance rate of 28.6%, admitting around 985 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
715,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Arts & Humanities,Arts & Humanities,Art History,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/art-history,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,PhD,5-7 years,30.6,成功,"English Language Requirements: TOEFL iBT: 80+, IELTS: 6.5+. Additional Testing: No additional tests required.","Program Overview: The Art History program at Korea Advanced Institute of Science & Technology (KAIST) is a PhD degree program in Arts & Humanities. This 5-7 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩10,137,961 per year. Academic Prerequisites: Undergraduate degree, Writing samples required, Creative portfolio, Workshop experience preferred. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 3,092 applications annually with an acceptance rate of 30.6%, admitting around 946 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
716,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Public Health,Public Health,Health Policy,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/health-policy,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MS,2 years,52.9,成功,"English Language Requirements: TOEFL iBT: 89+, IELTS: 6.5+. Additional Testing: No additional tests required.","Program Overview: The Health Policy program at Korea Advanced Institute of Science & Technology (KAIST) is a MS degree program in Public Health. This 2 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩14,321,971 per year. Academic Prerequisites: Undergraduate degree, Mathematics and science foundation, Research interest, Community health awareness. GPA Requirements: Minimum GPA: 3.1/4.0. Admission Statistics: The program receives approximately 1,598 applications annually with an acceptance rate of 52.9%, admitting around 845 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
717,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Public Health,Public Health,Epidemiology,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/epidemiology,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,DrPH,3-4 years,47.3,成功,"English Language Requirements: TOEFL iBT: 89+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Epidemiology program at Korea Advanced Institute of Science & Technology (KAIST) is a DrPH degree program in Public Health. This 3-4 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩9,993,932 per year. Academic Prerequisites: Science or health-related degree, Statistical knowledge, Research methods, Global health interest. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 4,116 applications annually with an acceptance rate of 47.3%, admitting around 1,946 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
718,Korea Advanced Institute of Science & Technology (KAIST),58,South Korea,Public Health,Public Health,Global Health,https://www.koreaadvancedinstituteofscience&technologykaist.edu/programs/global-health,https://www.koreaadvancedinstituteofscience&technologykaist.edu/graduate-admissions/,MS,2 years,62.8,成功,"English Language Requirements: TOEFL iBT: 88+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The Global Health program at Korea Advanced Institute of Science & Technology (KAIST) is a MS degree program in Public Health. This 2 years program is offered at a world-renowned university ranked #58 globally. Tuition and Fees: ₩11,768,904 per year. Academic Prerequisites: Undergraduate degree, Mathematics and science foundation, Research interest, Community health awareness. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 990 applications annually with an acceptance rate of 62.8%, admitting around 621 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/Korea_Advanced_Institute_of_Science_&_Technology_KAIST_logo.png
719,University of Texas at Austin,59,United States,Medicine,Medicine,Public Health,https://www.universityoftexasataustin.edu/programs/public-health,https://www.universityoftexasataustin.edu/graduate-admissions/,PhD,4-6 years,7.5,成功,"English Language Requirements: TOEFL iBT: 83+, IELTS: 6.5+. Additional Testing: MCAT required.","Program Overview: The Public Health program at University of Texas at Austin is a PhD degree program in Medicine. This 4-6 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $50,016 per year. Academic Prerequisites: Science background preferred, Statistics coursework, Healthcare experience recommended, Research experience valuable. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 4,522 applications annually with an acceptance rate of 7.5%, admitting around 339 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
720,University of Texas at Austin,59,United States,Medicine,Medicine,Pharmacy,https://www.universityoftexasataustin.edu/programs/pharmacy,https://www.universityoftexasataustin.edu/graduate-admissions/,MS,2 years,16.6,成功,"English Language Requirements: TOEFL iBT: 81+, IELTS: 6.5+. Additional Testing: MCAT required.","Program Overview: The Pharmacy program at University of Texas at Austin is a MS degree program in Medicine. This 2 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $49,140 per year. Academic Prerequisites: Relevant undergraduate degree, Laboratory experience, Strong science foundation, Research interests. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 2,466 applications annually with an acceptance rate of 16.6%, admitting around 409 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
721,University of Texas at Austin,59,United States,Arts & Humanities,Arts & Humanities,English Literature,https://www.universityoftexasataustin.edu/programs/english-literature,https://www.universityoftexasataustin.edu/graduate-admissions/,MA,1-2 years,47.7,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The English Literature program at University of Texas at Austin is a MA degree program in Arts & Humanities. This 1-2 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $39,409 per year. Academic Prerequisites: Liberal arts background, Excellent writing and research skills, Critical thinking abilities, Cultural knowledge. GPA Requirements: Minimum GPA: 3.2/4.0. Admission Statistics: The program receives approximately 4,650 applications annually with an acceptance rate of 47.7%, admitting around 2,218 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
722,University of Texas at Austin,59,United States,Arts & Humanities,Arts & Humanities,History,https://www.universityoftexasataustin.edu/programs/history,https://www.universityoftexasataustin.edu/graduate-admissions/,MFA,2-3 years,72.4,成功,"English Language Requirements: TOEFL iBT: 82+, IELTS: 6.0+. Additional Testing: No additional tests required.","Program Overview: The History program at University of Texas at Austin is a MFA degree program in Arts & Humanities. This 2-3 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $40,338 per year. Academic Prerequisites: Liberal arts background, Excellent writing and research skills, Critical thinking abilities, Cultural knowledge. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 3,725 applications annually with an acceptance rate of 72.4%, admitting around 2,696 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
723,University of Texas at Austin,59,United States,Education,Education,Curriculum and Instruction,https://www.universityoftexasataustin.edu/programs/curriculum-and-instruction,https://www.universityoftexasataustin.edu/graduate-admissions/,MA,2 years,64.4,成功,"English Language Requirements: TOEFL iBT: 80+, IELTS: 6.5+. Additional Testing: No additional tests required.","Program Overview: The Curriculum and Instruction program at University of Texas at Austin is a MA degree program in Education. This 2 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $42,126 per year. Academic Prerequisites: Undergraduate degree, Interest in education, Volunteer experience with students, Strong communication skills. GPA Requirements: Minimum GPA: 3.0/4.0. Admission Statistics: The program receives approximately 4,218 applications annually with an acceptance rate of 64.4%, admitting around 2,716 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
724,University of Texas at Austin,59,United States,Law,Law,Juris Doctor,https://www.universityoftexasataustin.edu/programs/juris-doctor,https://www.universityoftexasataustin.edu/graduate-admissions/,JD,3 years,24.4,成功,"English Language Requirements: TOEFL iBT: 82+, IELTS: 6.5+. Additional Testing: LSAT required.","Program Overview: The Juris Doctor program at University of Texas at Austin is a JD degree program in Law. This 3 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $48,066 per year. Academic Prerequisites: Law degree for LLM programs, Professional legal experience, Specific area of legal interest. GPA Requirements: Minimum GPA: 3.3/4.0. Admission Statistics: The program receives approximately 552 applications annually with an acceptance rate of 24.4%, admitting around 134 students. Career Prospects: Graduates work in law firms, government, corporate legal departments, and public interest organizations.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
725,University of Texas at Austin,59,United States,Law,Law,Master of Laws,https://www.universityoftexasataustin.edu/programs/master-of-laws,https://www.universityoftexasataustin.edu/graduate-admissions/,MA,1-2 years,40.8,成功,"English Language Requirements: TOEFL iBT: 90+, IELTS: 6.5+. Additional Testing: LSAT required.","Program Overview: The Master of Laws program at University of Texas at Austin is a MA degree program in Law. This 1-2 years program is offered at a world-renowned university ranked #59 globally. Tuition and Fees: $50,424 per year. Academic Prerequisites: Bachelor's degree in any field, LSAT scores required (US), Strong writing and analytical skills, Legal experience preferred. GPA Requirements: Minimum GPA: 3.4/4.0. Admission Statistics: The program receives approximately 2,449 applications annually with an acceptance rate of 40.8%, admitting around 999 students. Career Prospects: Graduates work in law firms, government, corporate legal departments, and public interest organizations.",/home/ubuntu/university_logos/University_of_Texas_at_Austin_logo.png
